29-Cu-65(n,&gamma;) ENDF/B-VII.1
23124.3,0.00988478
23124.9,0.0123715
23125.4,0.0153612
23125.9,0.0192339
23126.4,0.0242067
23127.0,0.0319792
23127.6,0.0421741
23128.2,0.0553162
23128.8,0.0740186
23129.5,0.10036
23130.4,0.138489
23131.4,0.196268
23132.6,0.288845
23135.1,0.485613
23136.6,0.567743
23137.8,0.597904
23138.0,0.598315
23139.2,0.578175
23140.4,0.514833
23142.4,0.369259
23144.2,0.228317
23145.2,0.160723
23146.1,0.11508
23146.9,0.085653
23147.5,0.0644573
23148.1,0.0486461
23148.7,0.0369853
23149.3,0.0280153
23149.9,0.0212328
23150.4,0.0169211
23150.9,0.0135802
23151.4,0.0109021
23152.0,0.00864117
23152.6,0.00701557
23153.3,0.00572745
23154.0,0.00475417
23154.9,0.00399052
23156.0,0.00342548
23157.2,0.00299215
23159.1,0.00258338
23161.6,0.00224029
23164.8,0.00196611
23168.7,0.00174953
23174.0,0.00157225
23182.0,0.00142998
23192.7,0.00133884
23216.0,0.00128127
23223.4,0.00127954
23260.2,0.00133346
23311.7,0.00146155
23355.9,0.0016206
23428.5,0.00202607
23476.3,0.00244101
23510.6,0.0028636
23544.8,0.00344737
23579.0,0.0043014
23599.5,0.00504173
23620.0,0.0060916
23636.0,0.00731219
23644.9,0.00840297
23650.5,0.00956997
23653.6,0.0107765
23655.2,0.0119712
23656.3,0.0133814
23657.1,0.0151842
23657.8,0.0177468
23658.6,0.0216293
23659.3,0.0267725
23659.9,0.0331582
23660.5,0.0417911
23661.1,0.0532818
23661.8,0.0691671
23662.4,0.0897832
23663.2,0.120896
23663.9,0.160645
23664.8,0.217459
23665.9,0.303813
23669.4,0.649215
23670.7,0.73286
23672.0,0.763204
23673.2,0.735311
23674.4,0.65818
23676.4,0.472218
23678.2,0.297905
23679.3,0.208744
23680.3,0.151091
23681.0,0.113362
23681.7,0.086634
23682.4,0.0661463
23683.1,0.0521904
23683.6,0.0427098
23684.3,0.0339438
23685.0,0.0278154
23685.7,0.0236178
23686.4,0.020794
23687.2,0.0186345
23688.4,0.0170369
23690.2,0.0159725
23692.7,0.0156549
23698.3,0.0161761
23707.7,0.0183971
23717.1,0.0218065
23726.9,0.0269066
23735.0,0.032821
23742.5,0.0403672
23749.8,0.050634
23755.9,0.062562
23761.6,0.0779206
23766.7,0.0968067
23771.6,0.121788
23775.8,0.151664
23779.9,0.189921
23784.3,0.246265
23788.5,0.316509
23798.8,0.526717
23802.2,0.57119
23804.6,0.58114
23807.8,0.563693
23811.7,0.503849
23821.3,0.306767
23825.8,0.233222
23829.9,0.184101
23834.0,0.147352
23838.1,0.11925
23843.0,0.0950754
23848.5,0.0755528
23854.2,0.0610129
23860.1,0.0498592
23867.4,0.0400601
23875.1,0.0327739
23883.6,0.0269152
23893.3,0.0221699
23904.1,0.0184402
23918.5,0.0151012
23934.5,0.0126594
23950.5,0.0110993
23966.6,0.0101222
23982.6,0.00955308
24004.0,0.00928491
24028.1,0.00954489
24052.1,0.0103851
24076.2,0.0119161
24096.3,0.0139048
24116.3,0.0168339
24134.4,0.0206643
24150.4,0.02549
24166.1,0.0321309
24179.5,0.0399039
24194.3,0.0515482
24209.6,0.0676833
24235.0,0.0984099
24244.8,0.106064
24252.1,0.108037
24262.8,0.104226
24275.7,0.0915628
24302.4,0.0591792
24317.5,0.0451768
24330.9,0.0359147
24344.9,0.0286913
24361.0,0.0227043
24377.0,0.0183921
24393.0,0.0152227
24413.1,0.0123456
24433.2,0.010279
24457.2,0.00850239
24485.3,0.00706254
24510.7,0.00614661
24546.8,0.00526002
24586.9,0.00464995
24635.0,0.00426767
24685.1,0.00416511
24729.2,0.00428776
24784.3,0.00474395
24826.6,0.00537646
24863.4,0.00621043
24900.1,0.00742733
24932.3,0.00896136
24959.9,0.0108008
24987.4,0.0133737
25010.4,0.0163516
25033.4,0.0204643
25054.1,0.0255888
25074.7,0.0326707
25093.1,0.041236
25113.3,0.0537705
25158.5,0.0894307
25173.2,0.09652
25182.1,0.0976326
25196.8,0.0937434
25215.9,0.0808684
25247.5,0.0562664
25264.0,0.046872
25275.1,0.0430209
25280.6,0.0423375
25286.9,0.0434633
25290.7,0.0461296
25293.8,0.0509718
25295.7,0.0562974
25297.3,0.0635599
25298.6,0.0726941
25299.8,0.0868363
25300.9,0.105379
25301.9,0.1301
25302.9,0.164898
25303.9,0.212763
25305.0,0.276588
25306.1,0.371765
25307.5,0.524278
25311.4,1.00363
25312.9,1.13337
25314.2,1.17032
25315.7,1.12532
25317.2,0.993811
25321.3,0.47273
25322.6,0.345666
25323.6,0.26254
25324.7,0.198434
25325.5,0.15778
25326.4,0.124651
25327.4,0.0996065
25328.4,0.0816544
25329.3,0.0688043
25330.5,0.0584188
25331.8,0.0495914
25333.7,0.0419721
25336.0,0.0359144
25338.7,0.0312358
25343.1,0.0264244
25348.3,0.0227975
25354.1,0.0201123
25363.3,0.017239
25376.4,0.0145364
25395.0,0.0119654
25415.7,0.00997562
25440.5,0.0082551
25469.5,0.00680395
25504.9,0.00554081
25543.1,0.0045801
25587.2,0.00380906
25638.6,0.00323304
25675.3,0.00299097
25711.9,0.00290591
25739.4,0.00301063
25756.7,0.0032149
25769.0,0.00351848
25777.2,0.0038747
25782.8,0.00429483
25787.6,0.00487583
25790.8,0.0054998
25793.2,0.00623956
25794.8,0.0070145
25795.9,0.00791348
25796.9,0.0090809
25797.6,0.010486
25798.4,0.0125594
25799.1,0.0151923
25799.7,0.0189274
25800.4,0.0237986
25801.0,0.0302502
25801.6,0.0389073
25802.2,0.0503738
25802.8,0.0653391
25803.5,0.0867432
25804.2,0.115959
25804.9,0.157862
25805.8,0.216897
25806.8,0.305184
25808.2,0.451573
25811.2,0.818192
25812.6,0.933567
25813.9,0.975504
25814.0,0.975602
25815.2,0.944325
25816.6,0.835121
25818.7,0.588035
25820.5,0.376981
25821.6,0.263819
25822.5,0.191838
25823.3,0.14165
25824.1,0.107095
25824.8,0.0801876
25825.4,0.0623201
25825.9,0.0489003
25826.5,0.0385335
25827.1,0.0306306
25827.7,0.0246811
25828.3,0.0196307
25829.0,0.0160871
25829.8,0.0133348
25830.6,0.0115182
25831.5,0.0100784
25832.6,0.00909528
25833.7,0.00849916
25835.9,0.00785284
25839.3,0.00745654
25841.9,0.00737784
25846.5,0.00754583
25852.7,0.00821351
25858.9,0.00935545
25865.1,0.0110807
25870.3,0.0132008
25875.6,0.0162571
25879.7,0.0197084
25883.4,0.0240088
25886.9,0.0296083
25889.9,0.0367184
25892.6,0.0453229
25894.8,0.055078
25896.9,0.068751
25898.7,0.0852157
25900.4,0.106885
25901.8,0.131128
25903.2,0.164812
25904.6,0.211154
25905.8,0.266346
25907.2,0.349353
25908.8,0.469478
25911.0,0.682068
25914.2,1.01075
25915.6,1.11773
25917.3,1.17762
25917.6,1.17907
25919.2,1.13741
25921.1,1.00179
25925.9,0.511311
25927.5,0.375863
25928.9,0.285314
25930.2,0.225669
25931.4,0.180188
25932.7,0.143785
25934.1,0.1169
25935.5,0.0957135
25937.1,0.0782577
25938.9,0.0635544
25940.9,0.0519633
25943.4,0.0418669
25946.1,0.0339172
25949.2,0.0274963
25952.9,0.0220336
25957.2,0.0176577
25961.2,0.0146469
25966.5,0.0118232
25972.7,0.00952092
25978.9,0.00788198
25986.6,0.0064218
25995.2,0.00528075
26006.0,0.00428939
26016.8,0.00359981
26030.1,0.00300621
26047.7,0.00246956
26065.3,0.00210362
26087.4,0.00178683
26113.9,0.00152695
26149.2,0.00129442
26189.8,0.00111558
26242.7,9.57256E-4
26313.3,8.16482E-4
26412.1,6.87515E-4
26515.1,6.01416E-4
26620.1,5.3468E-4
26711.0,4.91759E-4
26847.4,4.55488E-4
26862.5,4.54413E-4
26908.0,4.63966E-4
26932.8,4.82479E-4
26952.1,5.19507E-4
26965.2,5.70437E-4
26975.3,6.44307E-4
26982.1,7.26084E-4
26987.2,8.21378E-4
26991.8,9.53319E-4
26995.5,0.00111095
26998.4,0.00129503
27001.0,0.00152851
27003.2,0.00182783
27004.6,0.00213105
27005.7,0.00247067
27006.7,0.00294284
27007.6,0.00352911
27008.2,0.00423986
27008.9,0.00525596
27009.5,0.00654647
27010.2,0.00833545
27010.7,0.0104896
27011.3,0.0136154
27011.9,0.0174416
27012.4,0.0224091
27013.0,0.028789
27013.6,0.0384184
27014.2,0.0508999
27014.9,0.0680521
27015.7,0.0924469
27016.5,0.127291
27017.5,0.176617
27018.7,0.256078
27021.9,0.489601
27023.3,0.567436
27024.7,0.601509
27025.0,0.602946
27026.2,0.58306
27027.5,0.523105
27029.4,0.394414
27031.6,0.233213
27032.7,0.166379
27033.7,0.118455
27034.5,0.0860443
27035.3,0.063067
27035.9,0.0470218
27036.6,0.0358975
27037.2,0.0269612
27037.8,0.0206191
27038.4,0.0157832
27039.0,0.0121415
27039.5,0.0096429
27040.0,0.00774427
27040.6,0.00618616
27041.2,0.00499455
27041.9,0.00405506
27042.6,0.00339653
27043.4,0.00285063
27044.2,0.00247485
27045.3,0.00213859
27046.9,0.00180861
27048.9,0.00153584
27051.5,0.00129131
27054.7,0.00108971
27058.5,9.27678E-4
27062.6,8.10934E-4
27068.8,6.96198E-4
27076.5,6.06971E-4
27085.7,5.42505E-4
27102.7,4.77749E-4
27130.9,4.29236E-4
27164.9,4.0371E-4
27244.1,3.77576E-4
27379.9,3.65417E-4
27425.1,3.64282E-4
27586.3,3.78875E-4
27689.7,4.10445E-4
27745.6,4.48134E-4
27774.5,4.86514E-4
27790.6,5.24904E-4
27803.6,5.78261E-4
27812.6,6.42546E-4
27819.8,7.3205E-4
27824.6,8.3013E-4
27828.9,9.67303E-4
27832.1,0.00113906
27834.3,0.00131705
27835.9,0.00153132
27837.0,0.00175864
27837.9,0.00206534
27838.7,0.00248691
27839.4,0.00301273
27840.1,0.00368565
27840.7,0.00462654
27841.2,0.00576982
27841.8,0.00729575
27842.4,0.00931645
27842.9,0.0118167
27843.5,0.0154035
27844.1,0.0200561
27844.7,0.0260055
27845.4,0.0349107
27846.1,0.0468255
27846.9,0.0631599
27847.8,0.0876185
27848.8,0.122483
27850.2,0.180008
27852.9,0.301294
27854.5,0.350162
27855.8,0.367989
27856.0,0.368173
27857.3,0.355848
27858.6,0.318179
27860.7,0.229803
27862.7,0.13976
27863.9,0.0990515
27864.8,0.0711876
27865.7,0.0517891
27866.4,0.0379331
27867.1,0.0288774
27867.7,0.022336
27868.3,0.0171876
27868.9,0.013195
27869.4,0.0101429
27870.0,0.00790947
27870.6,0.00629608
27871.2,0.00492304
27871.8,0.00392902
27872.4,0.00321283
27873.0,0.00269715
27873.8,0.00224832
27874.7,0.00189591
27875.9,0.00161982
27877.2,0.00142192
27878.9,0.00126225
27881.6,0.00109833
27885.7,9.49711E-4
27890.1,8.52747E-4
27894.6,7.93231E-4
27903.6,7.31073E-4
27917.0,7.00662E-4
27921.5,6.99434E-4
27940.9,7.27198E-4
27960.4,7.89258E-4
27978.5,8.8057E-4
27996.8,0.00103309
28009.8,0.00120558
28020.8,0.0014231
28029.4,0.00168573
28036.6,0.00201122
28042.4,0.00239135
28047.6,0.00288833
28051.9,0.00348996
28055.6,0.00421466
28058.7,0.00509899
28061.4,0.0062235
28063.5,0.00737677
28065.5,0.0090303
28067.0,0.0108688
28068.1,0.0129647
28069.1,0.0156702
28070.0,0.0190626
28070.7,0.0230561
28071.4,0.028209
28072.1,0.0355964
28072.7,0.0441364
28073.3,0.0553531
28073.9,0.0699828
28074.6,0.0919814
28075.3,0.121025
28076.0,0.158708
28076.8,0.213492
28077.5,0.28062
28078.5,0.384909
28079.5,0.539441
28081.0,0.804205
28083.9,1.35023
28085.4,1.57086
28086.8,1.65153
28087.0,1.65275
28088.3,1.59951
28089.6,1.44586
28091.6,1.07185
28093.8,0.657335
28095.0,0.464622
28095.9,0.344391
28096.7,0.255596
28097.5,0.190476
28098.2,0.144307
28099.0,0.108666
28099.7,0.0826278
28100.4,0.063028
28101.0,0.0500598
28101.6,0.0401514
28102.2,0.0321647
28102.9,0.0262383
28103.6,0.0211039
28104.4,0.0174836
28105.3,0.0145306
28106.3,0.0122977
28107.5,0.0104243
28109.3,0.00863081
28111.5,0.00712104
28113.8,0.00601438
28117.1,0.00495719
28120.5,0.00421574
28124.6,0.00362634
28129.7,0.00314828
28134.8,0.00284327
28142.6,0.00258018
28150.4,0.00247128
28155.6,0.00245676
28169.2,0.00258222
28182.9,0.00291881
28194.9,0.00341729
28205.2,0.0040486
28215.4,0.00496236
28223.4,0.00597704
28231.3,0.0074104
28237.7,0.00901307
28243.3,0.0109921
28248.6,0.0134877
28253.1,0.0164933
28257.5,0.0205149
28261.4,0.0255451
28264.8,0.0317429
28267.5,0.0385995
28270.3,0.0481247
28272.7,0.0600603
28274.6,0.0737209
28276.2,0.0894973
28277.8,0.1106
28279.1,0.135031
28280.4,0.168791
28281.6,0.210582
28282.7,0.267275
28283.8,0.338732
28285.0,0.434946
28286.2,0.573978
28287.7,0.774196
28289.8,1.14225
28292.9,1.69776
28294.4,1.88663
28296.0,1.95672
28297.7,1.87833
28299.4,1.66725
28304.1,0.825565
28305.6,0.598327
28307.0,0.447422
28308.1,0.348354
28309.2,0.276484
28310.2,0.222372
28311.3,0.181254
28312.6,0.144339
28313.9,0.117082
28315.3,0.095273
28317.1,0.0764311
28319.1,0.0619771
28321.3,0.050016
28323.9,0.0403167
28326.7,0.0329857
28330.0,0.0265678
28333.5,0.0216762
28337.6,0.0175447
28342.2,0.0142325
28347.3,0.0115073
28352.9,0.009415
28359.4,0.00763631
28366.7,0.00620374
28374.7,0.00508396
28384.1,0.00413894
28395.4,0.0033381
28407.5,0.00274719
28421.1,0.00227586
28437.1,0.00189397
28452.0,0.00164077
28472.8,0.00139681
28498.8,0.0012022
28524.8,0.00108429
28559.9,0.00100608
28579.4,9.92919E-4
28608.7,0.00101558
28638.8,0.00109929
28663.5,0.00124188
28680.8,0.00140934
28693.7,0.00159807
28706.6,0.00187611
28717.7,0.002231
28727.5,0.00270245
28735.0,0.0032285
28742.0,0.00391916
28748.1,0.00480407
28753.3,0.0058817
28757.6,0.00712881
28761.3,0.00860581
28764.9,0.0105775
28768.1,0.0131364
28770.7,0.0160648
28773.0,0.0196888
28774.9,0.0239387
28776.6,0.029197
28777.9,0.0349922
28779.2,0.0432784
28780.3,0.0527704
28781.2,0.0650442
28782.2,0.0821903
28783.1,0.103148
28783.9,0.130196
28784.7,0.165898
28785.7,0.2183
28786.6,0.286984
28787.5,0.377847
28788.6,0.51109
28790.0,0.721077
28793.7,1.36051
28795.3,1.57264
28796.9,1.65046
28797.0,1.65098
28798.5,1.59068
28800.1,1.39822
28804.4,0.644733
28805.7,0.463353
28806.8,0.340205
28807.8,0.259821
28808.7,0.197451
28809.6,0.151636
28810.4,0.11938
28811.2,0.0950293
28812.1,0.0767805
28812.9,0.0624723
28813.9,0.0509396
28815.0,0.0415478
28816.1,0.0348334
28817.6,0.0284898
28819.1,0.0238214
28821.3,0.0192157
28823.5,0.0158558
28826.2,0.0129484
28829.4,0.0105329
28833.1,0.00851052
28837.1,0.00700234
28841.7,0.00576852
28847.1,0.00475713
28853.0,0.0039869
28860.5,0.00330528
28868.4,0.00282808
28878.5,0.00241638
28891.2,0.00209173
28906.4,0.00187073
28922.3,0.00174656
28938.2,0.00169542
28948.8,0.00169021
28980.6,0.00178132
29012.4,0.00201588
29042.5,0.00239154
29064.6,0.00279839
29086.6,0.00337753
29106.5,0.00411826
29124.2,0.00504755
29139.7,0.00618555
29153.8,0.00763867
29166.2,0.00941109
29177.2,0.0115909
29186.5,0.0141009
29195.5,0.017454
29204.0,0.0218733
29211.4,0.0273152
29217.6,0.0335978
29223.1,0.0411861
29228.0,0.0505131
29232.6,0.06238
29236.9,0.077531
29240.9,0.097426
29244.0,0.119476
29247.1,0.148989
29250.0,0.186648
29252.4,0.231412
29254.6,0.285547
29256.7,0.358839
29258.9,0.458365
29261.0,0.588521
29263.5,0.787038
29269.8,1.41211
29271.9,1.55713
29274.1,1.6139
29276.4,1.55045
29278.7,1.38527
29285.0,0.757475
29287.4,0.568706
29289.6,0.443293
29291.7,0.349356
29293.8,0.278536
29296.3,0.219859
29298.7,0.178154
29301.6,0.142865
29304.5,0.116399
29308.0,0.0931411
29312.0,0.0744603
29316.2,0.0601402
29321.0,0.0484936
29326.6,0.0387504
29332.3,0.0314912
29339.4,0.025061
29346.8,0.0202353
29355.3,0.016266
29364.8,0.0130698
29376.0,0.01043
29387.1,0.00852385
29399.5,0.00696993
29413.6,0.00567703
29430.9,0.00455118
29448.5,0.00372685
29468.4,0.0030567
29491.4,0.00250266
29517.9,0.00205595
29544.4,0.00174386
29570.9,0.00154136
29592.2,0.00147559
29604.7,0.00153156
29611.0,0.00162413
29617.3,0.00181803
29621.5,0.00207268
29624.2,0.00234851
29625.7,0.0026142
29627.0,0.00296465
29628.1,0.00343645
29629.0,0.00402796
29629.8,0.00480261
29630.4,0.00575388
29631.1,0.00708449
29631.8,0.00894014
29632.3,0.0110226
29632.8,0.0137293
29633.4,0.0171881
29634.0,0.0226192
29634.7,0.029789
29635.3,0.0391027
29636.0,0.0509951
29636.7,0.0686158
29637.6,0.0939554
29638.5,0.129087
29639.6,0.182703
29641.1,0.269966
29643.9,0.44345
29645.3,0.51133
29646.7,0.539945
29647.0,0.540805
29648.4,0.520572
29649.8,0.459326
29652.3,0.30929
29654.1,0.198385
29655.2,0.141093
29656.2,0.101327
29657.1,0.073945
29657.8,0.0555105
29658.5,0.0411402
29659.2,0.0314026
29659.8,0.0238673
29660.4,0.0183671
29661.1,0.0141806
29661.7,0.0110337
29662.2,0.0088962
29662.8,0.00711516
29663.5,0.00571189
29664.2,0.00467455
29665.0,0.00386061
29665.8,0.0033098
29666.8,0.00285146
29668.0,0.00249663
29669.6,0.00219346
29672.2,0.00188659
29675.6,0.00162969
29679.9,0.00142518
29685.8,0.00125139
29693.0,0.00111796
29702.7,0.00100765
29717.2,9.02794E-4
29740.3,8.03922E-4
29776.5,7.07824E-4
29830.0,6.1902E-4
29876.9,5.66556E-4
29970.6,5.00307E-4
30064.4,4.65948E-4
30158.2,4.53915E-4
30251.9,4.61674E-4
30369.1,5.04932E-4
30439.4,5.56374E-4
30498.0,6.27054E-4
30555.8,7.31599E-4
30597.2,8.48608E-4
30634.9,0.00100724
30663.1,0.00118215
30686.7,0.00139185
30705.5,0.00162911
30724.4,0.00197533
30738.5,0.00235974
30749.8,0.00280283
30760.4,0.00340856
30768.6,0.00409769
30775.7,0.00495262
30781.3,0.00593106
30786.3,0.00714091
30790.4,0.00855616
30794.2,0.0103723
30797.1,0.0123417
30800.0,0.015091
30802.5,0.0183851
30804.4,0.0218931
30806.3,0.0268488
30807.8,0.0325409
30809.2,0.0401788
30810.5,0.0500559
30811.6,0.0624267
30812.7,0.0783901
30813.7,0.100074
30814.7,0.127714
30815.7,0.162762
30816.9,0.215469
30818.2,0.295955
30819.9,0.419962
30823.4,0.713795
30825.2,0.822004
30826.9,0.862933
30827.0,0.8632
30828.5,0.8344
30830.3,0.734603
30834.9,0.356118
30836.3,0.26078
30837.5,0.197397
30838.7,0.14909
30839.6,0.117307
30840.7,0.0904604
30841.8,0.0715757
30842.9,0.0577286
30844.0,0.0470002
30845.3,0.0384081
30846.7,0.0317208
30848.1,0.0269651
30849.9,0.0226672
30852.1,0.0189412
30854.8,0.0158928
30857.7,0.0136358
30861.8,0.0115467
30866.7,0.0100288
30872.0,0.00910958
30879.2,0.00855932
30882.8,0.0084908
30891.1,0.00871899
30899.4,0.00944408
30907.7,0.0106919
30916.0,0.0125815
30923.6,0.0150861
30930.0,0.0181013
30936.2,0.0220485
30941.9,0.0272421
30946.7,0.0332106
30951.1,0.0407942
30955.4,0.0509353
30959.0,0.0629932
30962.1,0.0775384
30965.0,0.0958158
30967.6,0.117675
30970.1,0.148354
30972.3,0.184655
30974.6,0.23511
30976.8,0.300497
30979.1,0.394175
30982.1,0.548384
30987.0,0.820215
30989.3,0.903876
30991.1,0.926972
30993.6,0.888916
30996.0,0.786124
31002.3,0.439063
31004.8,0.33002
31007.1,0.253449
31009.2,0.199922
31011.3,0.160961
31013.9,0.127079
31016.4,0.102259
31019.3,0.0823701
31022.6,0.065435
31026.3,0.0525723
31030.4,0.0420035
31034.8,0.0339326
31039.4,0.0278012
31045.1,0.0223021
31051.6,0.0178219
31058.8,0.0142824
31066.0,0.0117203
31074.2,0.00958079
31083.6,0.00780121
31093.8,0.00639914
31106.4,0.00514539
31120.4,0.00415927
31136.2,0.00337002
31154.2,0.00273297
31172.2,0.00227612
31194.8,0.00186635
31221.8,0.00152462
31254.3,0.00124501
31292.2,0.0010257
31330.0,8.764E-4
31384.1,7.34563E-4
31438.2,6.42901E-4
31510.4,5.65715E-4
31596.9,5.11916E-4
31712.3,4.77605E-4
31820.6,4.6928E-4
31972.0,4.88775E-4
32058.6,5.20218E-4
32116.3,5.60673E-4
32156.7,6.12028E-4
32185.1,6.78988E-4
32203.0,7.5304E-4
32215.8,8.38208E-4
32226.4,9.4953E-4
32235.6,0.00110312
32242.7,0.00128943
32248.8,0.00154035
32253.8,0.00185333
32257.4,0.00218284
32260.7,0.00262732
32263.5,0.00318888
32265.9,0.00388683
32267.4,0.00454351
32268.8,0.00540319
32270.0,0.00649348
32271.1,0.00783868
32272.1,0.00965076
32273.1,0.0120697
32273.9,0.0149877
32274.7,0.0189201
32275.5,0.0241776
32276.4,0.0310082
32277.3,0.041027
32278.2,0.0540846
32279.1,0.0716095
32280.3,0.0978715
32281.6,0.137422
32285.8,0.278766
32287.5,0.31834
32289.0,0.330641
32290.6,0.317558
32292.0,0.284204
32294.6,0.198758
32296.7,0.127879
32298.0,0.0919186
32299.0,0.0687798
32300.0,0.0513125
32300.9,0.0387504
32301.8,0.029835
32302.6,0.0230465
32303.5,0.0179611
32304.3,0.0144462
32305.1,0.0115141
32306.0,0.00939002
32307.1,0.00762911
32308.2,0.00624656
32309.7,0.00513457
32311.3,0.00427092
32313.4,0.0035476
32316.0,0.00292647
32319.0,0.0024601
32322.5,0.00207813
32327.3,0.00174219
32333.2,0.00147805
32339.1,0.00131087
32347.3,0.00116711
32358.0,0.00106735
32372.1,0.00101237
32379.7,0.00100561
32398.0,0.00103517
32416.3,0.00112591
32430.6,0.00125086
32444.9,0.00145108
32457.1,0.0017226
32466.4,0.00203628
32474.3,0.00243201
32481.2,0.0029323
32486.8,0.00351005
32491.8,0.00424819
32496.4,0.0052188
32500.4,0.00641098
32503.9,0.00788497
32506.6,0.00955953
32509.2,0.011681
32511.2,0.0140214
32512.8,0.0167212
32514.3,0.0202248
32515.7,0.02462
32516.8,0.030363
32517.9,0.0377254
32518.9,0.0473908
32519.7,0.0588978
32520.6,0.0743751
32521.4,0.0950539
32522.3,0.121884
32523.2,0.161057
32524.1,0.212092
32525.2,0.288314
32526.4,0.39653
32527.8,0.554654
32531.6,1.05164
32533.3,1.20772
32534.9,1.27135
32535.0,1.27209
32536.5,1.22667
32538.0,1.10735
32540.3,0.816557
32542.6,0.513293
32544.0,0.370502
32545.1,0.273904
32546.0,0.208158
32547.0,0.156764
32547.9,0.120302
32548.8,0.0920437
32549.7,0.0710538
32550.6,0.0556504
32551.4,0.0447711
32552.4,0.0362746
32553.4,0.0293496
32554.6,0.0239244
32555.8,0.0201005
32557.5,0.0163913
32559.4,0.0133565
32561.6,0.011022
32564.4,0.0089292
32567.4,0.00733032
32570.6,0.00611922
32574.4,0.0050692
32578.8,0.00419979
32584.5,0.00342394
32591.1,0.00280808
32598.1,0.00236322
32607.2,0.00197334
32616.2,0.00171423
32629.8,0.00146091
32643.4,0.0012998
32661.6,0.00116868
32688.8,0.00106646
32725.0,0.00101339
32749.2,0.00100494
32809.6,0.00104321
32882.1,0.00115968
32954.7,0.00135374
33015.1,0.00160101
33063.5,0.00188793
33105.2,0.00223475
33143.2,0.00269015
33177.1,0.00327415
33206.1,0.00399734
33230.3,0.00485774
33252.0,0.00595329
33272.0,0.00739686
33288.9,0.00915693
33302.2,0.0110833
33315.8,0.0138412
33326.8,0.0169821
33336.3,0.0206955
33345.4,0.0255381
33353.9,0.031792
33361.4,0.0395045
33368.7,0.0497283
33375.0,0.0619611
33381.1,0.0775882
33387.6,0.100401
33395.0,0.133988
33406.7,0.19299
33412.7,0.209573
33415.0,0.21097
33419.8,0.204093
33426.6,0.176939
33439.0,0.114908
33446.0,0.0883506
33452.1,0.0715484
33458.7,0.0583595
33464.8,0.0501214
33472.0,0.0440407
33477.2,0.0421028
33479.9,0.0419726
33484.0,0.0432736
33488.0,0.0471922
33491.1,0.0530559
33493.6,0.061519
33495.4,0.0710295
33496.9,0.0832749
33498.3,0.0990148
33499.4,0.118296
33500.5,0.145379
33501.7,0.183351
33502.7,0.229974
33503.8,0.299544
33505.0,0.391927
33506.2,0.519441
33507.7,0.722956
33510.0,1.10761
33512.8,1.5847
33514.5,1.76815
33516.0,1.82762
33517.7,1.75769
33519.5,1.53251
33524.1,0.749304
33525.6,0.548879
33526.8,0.413991
33527.9,0.311023
33528.9,0.24614
33529.9,0.1959
33531.0,0.153255
33532.0,0.123822
33533.0,0.102096
33534.3,0.082641
33535.6,0.0689928
33537.3,0.056453
33539.4,0.0464193
33541.7,0.038829
33544.4,0.0326596
33547.6,0.0274828
33551.3,0.023363
33556.5,0.0193938
33562.5,0.0163324
33570.0,0.0138277
33577.5,0.0121664
33587.3,0.0107555
33601.4,0.00955314
33615.6,0.00900653
33622.4,0.00893395
33637.4,0.00918636
33652.3,0.0101092
33662.3,0.011267
33672.2,0.0131069
33680.7,0.0155613
33686.6,0.0180423
33692.5,0.0215014
33697.5,0.0256948
33702.1,0.0311037
33706.5,0.0384936
33710.3,0.0476339
33713.6,0.0591234
33716.3,0.0724543
33718.7,0.0889874
33720.8,0.108778
33722.8,0.135905
33724.3,0.165572
33725.9,0.205051
33727.3,0.253426
33728.7,0.317106
33730.3,0.41371
33732.0,0.541626
33733.9,0.730396
33738.8,1.27284
33741.0,1.43028
33742.6,1.46759
33744.0,1.43785
33746.0,1.30592
33749.0,0.982997
33752.1,0.641456
33754.0,0.474764
33755.6,0.363492
33757.1,0.286596
33758.7,0.223901
33760.4,0.176859
33761.9,0.144197
33763.8,0.115822
33765.7,0.0954015
33767.8,0.0788187
33770.4,0.0641607
33773.3,0.0524189
33776.4,0.0431986
33780.1,0.0354498
33784.3,0.0291236
33789.4,0.0236869
33795.3,0.0193979
33802.2,0.0159529
33810.4,0.0131788
33819.2,0.0111355
33830.3,0.00946507
33843.5,0.00818334
33859.5,0.0072371
33875.4,0.00669584
33900.2,0.00632926
33914.3,0.0062963
33946.2,0.0065686
33978.1,0.00727872
34009.9,0.00848842
34036.5,0.0100429
34061.2,0.0121673
34080.7,0.0145338
34100.6,0.0179506
34116.1,0.0216705
34132.0,0.0270047
34146.0,0.0336039
34158.4,0.0418123
34169.2,0.0517313
34179.8,0.0651447
34189.1,0.0812409
34198.2,0.102587
34207.8,0.132755
34218.4,0.176985
34235.0,0.252933
34241.9,0.271003
34245.7,0.273971
34252.0,0.266839
34261.6,0.233813
34278.2,0.162503
34285.3,0.140129
34291.0,0.12781
34297.3,0.121617
34298.0,0.121575
34301.2,0.123618
34304.9,0.132841
34307.8,0.148396
34309.6,0.166292
34311.5,0.194432
34313.2,0.232188
34314.6,0.280452
34316.0,0.344071
34317.4,0.429331
34318.9,0.554686
34320.9,0.763146
34325.5,1.33039
34327.4,1.49044
34329.3,1.54809
34331.2,1.48575
34333.2,1.29808
34338.2,0.677992
34340.0,0.501385
34341.5,0.3874
34342.8,0.305933
34344.3,0.24219
34345.8,0.192519
34347.3,0.156875
34349.1,0.129077
