29-Cu-65(n,&gamma;) ENDF/B-VII.1
11160.0,0.0349018
11160.4,0.0282314
11160.8,0.0221356
11161.2,0.0177423
11161.6,0.0145701
11162.1,0.0119447
11162.7,0.0100563
11163.4,0.00830905
11164.1,0.0069849
11165.1,0.00586444
11166.4,0.00489344
11167.8,0.00411263
11169.8,0.00334975
11172.1,0.00275712
11174.9,0.00226716
11177.9,0.00190883
11181.2,0.00163711
11185.9,0.00138099
11191.6,0.00118711
11198.1,0.00104505
11207.8,9.18994E-4
11217.6,8.44489E-4
11233.1,7.78094E-4
11248.7,7.38303E-4
11279.8,7.02716E-4
11352.5,6.7652E-4
11507.8,6.88751E-4
11663.2,7.2956E-4
11807.9,8.00761E-4
11898.3,8.83312E-4
11952.5,9.57363E-4
11997.8,0.00107376
12024.9,0.00118156
12047.5,0.00133777
12064.4,0.00151909
12078.0,0.00175382
12088.2,0.00202318
12097.7,0.00239462
12104.5,0.00278551
12111.5,0.0033832
12117.0,0.00408511
12121.8,0.00495754
12126.0,0.00609251
12129.5,0.00741727
12132.5,0.00901262
12135.2,0.0111162
12137.7,0.0138046
12139.8,0.0170224
12141.6,0.0209128
12143.1,0.0254525
12144.3,0.0307333
12145.4,0.0375364
12146.2,0.044747
12146.9,0.0534572
12147.5,0.0642879
12148.0,0.0772579
12148.5,0.0937784
12149.1,0.11845
12149.5,0.147443
12149.9,0.1862
12150.4,0.237667
12150.8,0.305328
12151.3,0.40441
12151.8,0.534424
12152.4,0.714663
12152.9,0.973067
12153.6,1.35091
12154.4,1.93984
12155.8,3.13678
12157.1,4.19293
12158.0,4.76702
12159.0,4.96973
12159.0,4.96973
12159.9,4.79769
12160.8,4.29093
12162.2,3.13424
12163.6,1.93796
12164.4,1.36838
12165.0,1.0119
12165.6,0.739169
12166.1,0.548941
12166.6,0.415644
12167.1,0.316062
12167.5,0.247602
12168.0,0.195041
12168.4,0.155077
12168.9,0.121248
12169.4,0.0957666
12169.9,0.0776104
12170.5,0.0629938
12171.1,0.0527219
12171.9,0.0437413
12172.7,0.0367395
12173.9,0.029853
12175.3,0.024345
12176.6,0.0203867
12178.6,0.0163416
12180.6,0.013478
12182.8,0.0111452
12185.7,0.00900457
12189.0,0.00727289
12192.8,0.00591187
12197.2,0.0048296
12201.9,0.00403715
12207.6,0.00337457
12214.2,0.00285234
12223.4,0.00238756
12232.5,0.00208836
12243.4,0.00185779
12258.0,0.00166931
12272.6,0.00155631
12301.8,0.00144595
12338.3,0.00140864
12404.0,0.00146408
12491.5,0.00165381
12579.1,0.00196024
12652.1,0.00233187
12710.4,0.00274525
12768.8,0.00331343
12819.9,0.00400774
12871.0,0.00497444
12914.8,0.00616011
12949.8,0.00748206
12984.8,0.00932169
13014.0,0.0114705
13040.3,0.0141422
13063.6,0.0174239
13084.0,0.0213424
13104.5,0.0268152
13122.0,0.0333833
13136.6,0.0409144
13151.2,0.0513064
13164.3,0.0644039
13175.4,0.0797546
13185.6,0.0990407
13195.3,0.124148
13204.1,0.155443
13212.3,0.19566
13219.6,0.244044
13227.3,0.313732
13235.4,0.411143
13244.3,0.551444
13255.1,0.730262
13260.9,0.789328
13264.4,0.799464
13270.3,0.769637
13278.0,0.662867
13287.6,0.508577
13288.9,0.499768
13290.2,0.509287
13291.2,0.539535
13292.2,0.601309
13293.2,0.704836
13294.2,0.854679
13297.1,1.42858
13298.3,1.56954
13298.9,1.58864
13300.0,1.52589
13301.2,1.32762
13303.8,0.742561
13304.8,0.573509
13305.6,0.461244
13306.5,0.382429
13307.3,0.328674
13308.4,0.286382
13309.4,0.260873
13311.4,0.235102
13315.9,0.201061
13323.6,0.160279
13332.3,0.12748
13341.8,0.101805
13352.8,0.080386
13364.7,0.0639427
13376.7,0.0518617
13388.7,0.0430592
13404.6,0.0343563
13420.0,0.0282164
13435.4,0.0236127
13454.6,0.0193398
13476.7,0.0158296
13496.8,0.0133987
13519.8,0.0113002
13542.7,0.00971759
13571.4,0.00824907
13600.1,0.00721305
13623.1,0.00667667
13646.1,0.00647618
13658.4,0.00665743
13667.6,0.00714485
13673.7,0.00783952
13678.3,0.00876848
13682.2,0.0100677
13685.1,0.0116672
13687.3,0.0134599
13689.0,0.0155455
13690.7,0.0185228
13691.7,0.0213569
13692.6,0.0249903
13693.4,0.0296579
13694.1,0.0354281
13694.7,0.0428778
13695.2,0.0518345
13695.7,0.0641586
13696.2,0.0810995
13696.7,0.104245
13697.2,0.135541
13697.7,0.175013
13698.2,0.226149
13698.7,0.300476
13699.3,0.402854
13699.9,0.53217
13700.6,0.741786
13701.5,1.05902
13703.9,2.02586
13705.0,2.32171
13705.9,2.42668
13706.0,2.4272
13707.0,2.33975
13707.9,2.09039
13709.4,1.50223
13710.9,0.935798
13711.7,0.668667
13712.3,0.494757
13713.0,0.363959
13713.5,0.270327
13714.1,0.20296
13714.6,0.156992
13715.0,0.121744
13715.5,0.0974174
13716.0,0.0760168
13716.5,0.0603783
13717.0,0.049005
13717.6,0.0395862
13718.2,0.0329117
13718.8,0.0278123
13719.5,0.0242167
13720.6,0.0202968
13721.9,0.0171042
13723.7,0.0142501
13726.0,0.0118751
13728.3,0.0102851
13731.2,0.00892663
13735.5,0.00761979
13741.3,0.00657979
13748.5,0.00582383
13757.1,0.00529238
13770.9,0.00485464
13787.1,0.00457581
13796.0,0.0045267
13806.0,0.0046448
13810.6,0.00489571
13812.9,0.00521551
13814.0,0.00556219
13814.8,0.00597689
13815.4,0.00653699
13816.1,0.00742332
13816.7,0.0088257
13817.3,0.0107554
13817.8,0.0132261
13818.3,0.0166536
13818.8,0.0213189
13819.3,0.0278022
13819.8,0.0357449
13820.4,0.0476608
13821.1,0.0652131
13821.8,0.0902381
13822.8,0.130573
13824.9,0.225591
13826.0,0.260895
13827.0,0.272566
13827.0,0.27254
13828.0,0.261728
13829.0,0.228715
13831.8,0.105286
13832.6,0.0751309
13833.3,0.0554719
13833.9,0.0411847
13834.4,0.0310604
13835.0,0.0239944
13835.5,0.0186337
13836.0,0.0146552
13836.5,0.0117599
13837.0,0.009691
13837.5,0.00823374
13838.1,0.00701707
13838.8,0.00624736
13839.5,0.00568294
13841.0,0.00515125
13843.7,0.00474964
13847.4,0.00451782
13856.0,0.00430817
13870.4,0.00423389
13905.3,0.00435347
13940.2,0.00471651
13973.5,0.00531729
14009.6,0.00637902
14034.9,0.00758777
14053.0,0.00887892
14069.5,0.010663
14077.6,0.0120715
14083.7,0.0137479
14087.7,0.0155858
14090.8,0.0179214
14092.4,0.0200834
14093.7,0.0229636
14094.5,0.0260086
14095.1,0.029765
14095.7,0.0354624
14096.3,0.0428954
14096.8,0.051898
14097.2,0.0637574
14097.7,0.0803281
14098.2,0.102548
14098.7,0.13189
14099.2,0.174357
14099.7,0.229699
14100.3,0.308517
14101.0,0.425
14101.7,0.584081
14102.7,0.865577
14104.8,1.50823
14105.9,1.74593
14106.9,1.83228
14107.0,1.83318
14108.0,1.76403
14108.9,1.57294
14110.5,1.09756
14111.9,0.700313
14112.7,0.489634
14113.4,0.364534
14113.9,0.275678
14114.5,0.207983
14115.0,0.157504
14115.5,0.123604
14116.0,0.0975925
14116.4,0.0779575
14116.9,0.0633508
14117.4,0.0513455
14118.0,0.0430082
14118.6,0.0361349
14119.3,0.0318248
14120.1,0.0286727
14121.2,0.0263148
14122.8,0.0245459
14126.0,0.0232079
14128.7,0.0229802
14133.5,0.023522
14143.1,0.0265081
14152.7,0.0312431
14162.7,0.0383526
14171.5,0.0471331
14179.8,0.0589698
14187.0,0.0731172
14193.4,0.0907719
14199.0,0.112026
14204.2,0.138811
14209.2,0.174561
14213.5,0.217776
14217.8,0.276218
14221.5,0.344384
14225.0,0.433452
14228.8,0.561009
14232.8,0.734415
14239.7,1.08006
14243.2,1.19391
14245.1,1.21345
14247.7,1.18537
14251.2,1.06408
14259.9,0.63575
14263.9,0.483351
14267.4,0.381662
14271.3,0.300561
14275.0,0.242112
14279.5,0.191217
14283.8,0.154895
14288.9,0.123981
14294.6,0.0989591
14300.5,0.0802458
14307.6,0.0638681
14315.0,0.0516695
14323.1,0.0419383
14332.4,0.0338642
14342.0,0.0277791
14353.3,0.0225935
14365.2,0.0185972
14375.9,0.0159814
14386.6,0.0142882
14389.5,0.0141478
14391.6,0.0144148
14392.8,0.0150997
14393.8,0.0164888
14394.6,0.0185104
14395.2,0.0212682
14395.8,0.0254771
14396.3,0.0302705
14396.9,0.03764
14397.5,0.0476128
14398.1,0.0623924
14398.8,0.0838611
14399.5,0.114009
14400.5,0.164209
14402.7,0.288406
14403.8,0.334972
14404.8,0.354626
14405.0,0.355149
14406.0,0.341358
14407.1,0.297482
14409.9,0.140146
14410.7,0.100556
14411.4,0.0743161
14412.1,0.0560825
14412.7,0.0432076
14413.2,0.0335089
14413.8,0.0264064
14414.3,0.0218165
14414.9,0.0184757
14415.5,0.0155985
14416.1,0.0137281
14417.0,0.0121755
14417.9,0.0113011
14419.7,0.0104186
14423.3,0.00959103
14432.3,0.00844107
14447.7,0.00722758
14466.0,0.00615472
14491.2,0.0050992
14523.4,0.00414089
14556.8,0.00346049
14590.1,0.00295944
14645.6,0.00239611
14690.0,0.0020818
14745.5,0.00180386
14812.1,0.00157042
14900.9,0.0013758
15012.0,0.00124176
15123.0,0.00118395
15167.4,0.00117885
15300.6,0.00122149
15411.6,0.00133528
15500.5,0.00150235
15578.2,0.00173875
15644.8,0.00205182
15700.3,0.0024418
15750.3,0.0029662
15789.1,0.00355204
15822.4,0.0042596
15855.7,0.00527025
15882.4,0.00642407
15905.7,0.00783313
15925.7,0.00950031
15945.7,0.0118239
15962.3,0.0145256
15977.3,0.0179091
15990.6,0.0220606
16002.3,0.0270491
16013.5,0.0336928
16023.4,0.0417706
16032.3,0.0518076
16040.9,0.0653374
16048.4,0.081768
16055.0,0.101846
16060.9,0.125596
16066.7,0.157617
16072.2,0.198824
16077.8,0.253921
16083.9,0.333803
16095.3,0.511976
16100.1,0.559943
16103.1,0.568638
16107.1,0.551517
16112.7,0.484091
16123.8,0.310638
16129.8,0.237281
16135.3,0.186634
16140.8,0.148469
16146.4,0.120002
16153.0,0.0948961
16160.4,0.0750142
16168.1,0.0599383
16176.6,0.0480853
16185.5,0.0390413
16195.8,0.0314426
16206.9,0.0255064
16219.4,0.0206908
16231.0,0.0173797
16245.4,0.0143918
16257.1,0.0127368
16264.9,0.0120961
16268.8,0.0120365
16272.0,0.0124028
16273.7,0.0130938
16274.9,0.014384
16275.7,0.0161018
16276.4,0.0182082
16277.0,0.021405
16277.6,0.0261858
16278.1,0.0318389
16278.6,0.0394949
16279.1,0.0496869
16279.7,0.0645149
16280.3,0.0839088
16280.9,0.111173
16281.6,0.151998
16282.4,0.212689
16283.5,0.307445
16285.7,0.520201
16286.8,0.597227
16287.9,0.62701
16288.0,0.627374
16289.1,0.602636
16290.2,0.529232
16292.4,0.320027
16293.4,0.221265
16294.3,0.156645
16295.0,0.115078
16295.7,0.0851272
16296.3,0.0640329
16296.8,0.0493683
16297.4,0.0382628
16297.9,0.0298484
16298.5,0.0238944
16298.9,0.0200848
16299.5,0.0169283
16300.2,0.0142658
16300.8,0.0125548
16301.7,0.0112699
16302.9,0.0101624
16304.9,0.00927679
16307.8,0.00854012
16314.2,0.00762058
16323.2,0.00686534
16341.0,0.00587235
16369.1,0.00484819
16398.5,0.00411093
16433.9,0.00348961
16475.1,0.00300609
16510.5,0.00269819
16569.1,0.00237605
16642.3,0.0021805
16664.3,0.00216041
16689.9,0.00218552
16715.5,0.00228874
16733.8,0.00250636
16744.8,0.00281145
16751.3,0.00314542
16756.7,0.00362023
16760.5,0.00415615
16763.9,0.00490297
16766.5,0.00580672
16768.7,0.00696269
16770.2,0.00817929
16771.3,0.00946437
16772.3,0.0111558
16773.1,0.0133905
16773.7,0.0158799
16774.3,0.019475
16774.8,0.0237116
16775.3,0.0295435
16775.8,0.0375581
16776.3,0.0484997
16776.8,0.0621694
16777.3,0.0801014
16777.7,0.103329
16778.3,0.137829
16778.8,0.182568
16779.4,0.243318
16780.0,0.32456
16780.8,0.452835
16781.7,0.650024
16783.2,1.05283
16784.7,1.42145
16785.8,1.63696
16786.9,1.71533
16787.0,1.71582
16788.0,1.65979
16788.9,1.503
16790.5,1.12548
16792.2,0.669291
16793.2,0.468469
16793.9,0.33956
16794.6,0.249149
16795.1,0.188795
16795.7,0.142703
16796.2,0.107066
16796.7,0.0830165
16797.1,0.064413
16797.6,0.0497681
16798.1,0.0384943
16798.6,0.0309426
16799.1,0.0247291
16799.6,0.0202143
16800.2,0.0163871
16800.8,0.0138673
16801.5,0.0117936
16802.4,0.0098744
16803.5,0.0084542
16804.8,0.00726455
16806.6,0.00620937
16808.8,0.00530749
16811.9,0.0044741
16815.1,0.00390052
16819.4,0.00340406
16824.9,0.00301852
16832.3,0.00270759
16841.7,0.00248742
16854.3,0.0023333
16879.3,0.00220492
16910.7,0.00216795
17004.7,0.00230216
17105.0,0.00263115
17180.3,0.00297431
17264.0,0.00353405
17345.7,0.00433397
17411.1,0.00521407
17480.8,0.00647268
17539.5,0.00798183
17595.2,0.00993235
17644.8,0.012236
17696.6,0.0154212
17745.6,0.0193723
17765.4,0.0217481
17770.3,0.0229424
17772.7,0.0242614
17774.0,0.0261572
17775.1,0.0290578
17776.0,0.0333603
17776.7,0.0387927
17777.3,0.046789
17778.0,0.058054
17778.7,0.0744552
17779.5,0.0966762
17780.2,0.125617
17781.1,0.172249
17782.2,0.246852
17784.8,0.432906
17785.9,0.488682
17787.1,0.509072
17788.1,0.491801
17789.1,0.446081
17790.7,0.334547
17792.5,0.207612
17793.4,0.15221
17794.2,0.113758
17794.9,0.0882234
17795.6,0.068871
17796.3,0.0547437
17797.0,0.0447827
17797.7,0.0379835
17798.6,0.0328953
17799.3,0.0301885
17800.2,0.0280601
17801.6,0.0265666
17805.4,0.025602
17807.2,0.0255129
17837.2,0.0272667
17882.2,0.029994
17916.0,0.0307201
17987.1,0.028963
17997.5,0.0294462
18004.5,0.0309982
18008.8,0.0335449
18011.4,0.0368945
18012.7,0.040101
18013.8,0.0447391
18014.7,0.0510014
18015.4,0.0591746
18016.1,0.0706146
18016.7,0.0850407
18017.3,0.10518
18017.8,0.132949
18018.4,0.17061
18019.0,0.220746
18019.6,0.286074
18020.3,0.382769
18021.0,0.515477
18021.8,0.71792
18022.9,1.01652
18025.6,1.93392
18026.8,2.21319
18027.9,2.32381
18028.0,2.32496
18029.1,2.23703
18030.3,1.97516
18032.2,1.33181
18033.6,0.868709
18034.6,0.617761
18035.3,0.453258
18036.0,0.341042
18036.7,0.254052
18037.2,0.195807
18037.8,0.151442
18038.4,0.118299
18039.0,0.0939731
18039.6,0.0763644
18040.1,0.0637539
18040.8,0.0537175
18041.6,0.045561
18042.6,0.0396421
18043.9,0.0353529
18046.0,0.0314565
18049.3,0.0281327
18053.8,0.0256234
18061.3,0.023279
18075.6,0.0208084
18118.6,0.0165848
18167.0,0.0132576
18215.4,0.0107506
18247.6,0.00943878
18299.0,0.00778221
18324.7,0.00725345
18339.3,0.00708293
18347.6,0.00724652
18352.6,0.00765505
18355.1,0.0081458
18356.7,0.00885663
18357.7,0.00974439
18358.6,0.0109873
18359.3,0.012868
18359.9,0.0149335
18360.5,0.0182862
18361.1,0.0225265
18361.6,0.0283596
18362.2,0.0362573
18362.7,0.0467551
18363.3,0.0604408
18363.9,0.0793927
18364.5,0.106566
18365.3,0.145577
18366.2,0.205849
18367.4,0.307274
18369.6,0.498383
18370.9,0.572943
18372.0,0.597591
18372.0,0.597587
18373.1,0.576434
18374.2,0.511264
18376.0,0.359002
18377.6,0.224301
18378.5,0.159516
18379.2,0.118955
18379.8,0.0904382
18380.5,0.0679222
18381.0,0.0521541
18381.6,0.0402735
18382.1,0.031255
18382.7,0.0245332
18383.2,0.0196061
18383.7,0.0164284
18384.3,0.0137746
18385.0,0.0115143
18385.7,0.0100015
18386.6,0.00885725
18387.9,0.00792161
18389.7,0.00728675
18392.3,0.00676919
18397.6,0.00621493
18406.4,0.00575665
18426.4,0.00524903
18472.8,0.00453672
18525.9,0.00396342
18605.6,0.0033509
18677.6,0.00296159
18765.8,0.0026656
18817.2,0.00257861
18835.5,0.00261097
18853.9,0.00276547
18861.7,0.00295532
18867.6,0.00326719
18871.5,0.00367761
18873.9,0.00414003
18875.6,0.00471963
18876.6,0.00528762
18877.5,0.00609993
18878.2,0.00709876
18878.9,0.00861165
18879.4,0.0103762
18880.0,0.0128448
18880.5,0.016276
18881.1,0.020995
18881.6,0.0274007
18882.2,0.0361002
18882.7,0.0463309
18883.3,0.0617097
18883.8,0.081456
18884.5,0.111273
18885.3,0.152031
18886.2,0.215531
18887.6,0.331662
18889.7,0.508247
18890.8,0.577551
18892.0,0.602467
18892.0,0.602455
18893.1,0.581723
18894.3,0.510504
18896.3,0.338261
18897.7,0.217646
18898.7,0.154686
18899.4,0.111175
18900.1,0.0816667
18900.7,0.0611991
18901.3,0.0457679
18901.9,0.0348527
18902.4,0.0265592
18903.0,0.0203666
18903.5,0.0158092
18904.1,0.0125
18904.6,0.0103468
18905.2,0.00841907
18905.8,0.00712056
18906.4,0.00621467
18907.2,0.00540344
18908.4,0.00467206
18910.0,0.00412259
18912.3,0.00365131
18916.3,0.00321454
18921.1,0.00292959
18929.9,0.00267099
18941.2,0.00252649
18969.4,0.00238657
19028.4,0.00232641
19120.1,0.00239898
19185.4,0.002535
19250.8,0.00276246
19291.6,0.00302889
19324.2,0.00338628
19344.6,0.00382405
19355.2,0.00419198
19365.0,0.00476871
19371.4,0.00539025
19376.2,0.00607482
19380.8,0.00705294
19384.6,0.00829153
19387.7,0.00980397
19390.1,0.0115481
19392.1,0.0136433
19394.0,0.0164339
19395.2,0.0192029
19396.2,0.0227861
19397.1,0.0274309
19397.9,0.0332069
19398.6,0.0411037
19399.2,0.050754
19399.8,0.0642058
19400.3,0.0793531
19400.8,0.0991801
19401.4,0.124927
19401.9,0.161795
19402.5,0.214684
19403.1,0.283667
19403.8,0.384214
19404.5,0.512593
19405.3,0.704071
19406.3,1.00294
19408.1,1.65685
19409.7,2.18974
19410.8,2.46582
19412.0,2.5669
19413.1,2.48576
19414.1,2.25474
19415.6,1.75547
19417.7,1.01013
19418.7,0.709262
19419.5,0.514232
19420.2,0.383363
19420.8,0.291408
19421.5,0.217992
19422.0,0.168259
19422.6,0.129901
19423.1,0.100751
19423.7,0.0788737
19424.3,0.062614
19424.8,0.0506005
19425.4,0.040918
19426.1,0.0339944
19426.8,0.0279672
19427.6,0.0238362
19428.7,0.0199453
19430.1,0.0166852
19431.7,0.0142517
19433.7,0.0121487
19436.4,0.010203
19439.3,0.00880049
19442.9,0.00763608
19447.3,0.00672934
19453.4,0.00594452
19459.5,0.00547912
19471.8,0.00500993
19489.3,0.00481234
19498.6,0.00478948
19536.0,0.0050626
19582.6,0.00580611
19629.3,0.00692249
19676.0,0.00854884
19713.3,0.0103909
19746.0,0.0125854
19778.6,0.015653
19805.5,0.0191472
19830.0,0.0235066
19850.4,0.0284199
19870.8,0.0350601
19891.2,0.0443064
19907.6,0.0545454
19923.9,0.0686219
19938.5,0.0860351
19952.5,0.109184
19964.7,0.136974
19976.4,0.172651
19987.9,0.219434
20001.1,0.290191
20023.7,0.431965
20030.7,0.46347
20039.3,0.47874
20045.1,0.471722
20056.3,0.424049
20082.8,0.259233
20095.7,0.197018
20107.4,0.155064
20119.0,0.123751
20132.2,0.0978191
20145.0,0.0791938
20159.0,0.064151
20175.2,0.0516092
20184.8,0.0468575
20185.2,0.0468359
20187.4,0.0483477
20188.6,0.0513651
20189.7,0.0575561
20190.7,0.0668349
20191.6,0.0793563
20192.6,0.0994295
20193.7,0.130027
20195.1,0.18171
20197.5,0.277188
20198.8,0.31277
20200.0,0.323674
20201.1,0.31282
20202.1,0.286407
20204.1,0.211373
20205.9,0.140203
20207.0,0.103492
20208.0,0.079711
20208.9,0.0642374
20209.8,0.0529912
20210.7,0.0450993
20211.8,0.039616
20212.9,0.0364873
20215.0,0.0336682
20219.9,0.0311044
20237.2,0.0259174
20262.8,0.0205515
20287.8,0.0167976
20320.0,0.0133386
20355.8,0.0106319
20391.6,0.00868539
20434.5,0.00697445
20483.9,0.00560307
20532.2,0.00465196
20587.4,0.00383904
20628.8,0.00337337
20673.7,0.00305763
20677.2,0.0030525
20689.4,0.00312096
20694.3,0.00324852
20697.6,0.0034398
20699.4,0.00364045
20700.8,0.00392165
20701.9,0.00436412
20702.8,0.00499939
20703.5,0.00576347
20704.0,0.00672732
20704.6,0.00794743
20705.2,0.00985126
20705.8,0.0125052
20706.3,0.0161451
20706.9,0.0210475
20707.5,0.0275174
20708.1,0.0358753
20708.8,0.0482935
20709.6,0.066268
20710.4,0.0915585
20711.5,0.130784
20714.5,0.256257
20715.8,0.292588
20717.0,0.304905
20717.0,0.304903
20718.2,0.292915
20719.4,0.258354
20721.5,0.170955
20722.9,0.112809
20723.9,0.0805918
20724.7,0.0596189
20725.4,0.044736
20726.0,0.0336893
20726.6,0.0257783
20727.2,0.0196844
20727.8,0.0150865
20728.4,0.0116842
20729.0,0.00921011
20729.6,0.00743928
20730.2,0.00610654
20730.9,0.00515968
20731.7,0.00444635
20732.6,0.00394874
20733.7,0.00358833
20735.5,0.0032825
20739.1,0.00298237
20744.7,0.00275562
20752.2,0.0026021
20767.1,0.00242509
20805.8,0.00218609
20883.3,0.00192581
20903.5,0.00190483
20931.3,0.00196441
20951.2,0.00215143
20960.7,0.00236554
20968.7,0.00269137
20973.4,0.00301006
20978.3,0.00351342
20981.8,0.00406406
20985.0,0.00481323
20987.7,0.00580572
20989.7,0.00685572
20991.5,0.0082583
20992.7,0.00965726
20993.8,0.0114702
20994.6,0.0138083
20995.4,0.0166849
20996.1,0.0205629
20996.7,0.0252317
20997.3,0.0316435
20997.9,0.0404269
20998.5,0.0523675
20999.0,0.0669047
20999.6,0.0877276
21000.2,0.114944
21000.8,0.14988
21001.5,0.202131
21002.2,0.273799
21003.1,0.379719
21004.2,0.539673
21007.3,1.10557
21008.6,1.28386
21009.8,1.34854
21010.0,1.34944
21011.1,1.30573
21012.2,1.18075
21014.0,0.876883
21015.9,0.524796
21017.0,0.369001
21017.8,0.27326
21018.5,0.200659
21019.2,0.149555
21019.8,0.113414
21020.4,0.0880239
21021.0,0.0667453
21021.5,0.0528124
21022.0,0.0420591
21022.6,0.0326601
21023.2,0.0260732
21023.8,0.0209828
21024.5,0.0173186
21025.2,0.0142197
21026.1,0.0117709
21027.0,0.00993952
21028.1,0.00857901
21029.5,0.00731195
21031.2,0.00620761
21033.8,0.00511088
21036.7,0.00425332
21040.2,0.00358463
21044.4,0.00304992
21049.6,0.00261265
21056.9,0.00223128
21065.5,0.00196026
21078.3,0.00172443
21091.1,0.00158114
21112.6,0.00143763
21148.4,0.00130037
21209.0,0.00117025
21300.0,0.00106206
21391.0,9.88436E-4
21512.4,9.54574E-4
21603.4,9.87059E-4
21653.9,0.00103183
21714.6,0.00114588
21760.1,0.00130214
21798.0,0.0015188
21828.3,0.00179554
21851.1,0.00210715
21870.0,0.00247674
21889.0,0.00301324
21904.1,0.00363419
21917.4,0.00440289
21929.7,0.00541687
21939.7,0.00656802
21949.6,0.00818334
21957.4,0.00994966
21965.1,0.0124233
21971.3,0.0151741
21976.8,0.0185583
21981.9,0.0228124
21986.3,0.027921
21990.6,0.0347305
21994.4,0.0432065
21997.7,0.0535908
22000.7,0.0669363
22003.4,0.0834199
22005.6,0.103265
22007.5,0.126223
22009.3,0.156083
22010.8,0.192022
22012.1,0.233416
22013.4,0.294091
22014.5,0.366866
22015.7,0.467144
22016.7,0.583131
22017.8,0.756428
22018.9,0.991342
22020.2,1.32772
22021.7,1.854
22025.0,3.04017
22026.5,3.43073
22028.0,3.57359
22029.4,3.44412
22031.0,3.0398
22035.2,1.5254
22036.6,1.11623
22037.8,0.837449
22038.9,0.639562
22040.1,0.494332
22041.1,0.394347
22042.2,0.319856
22043.4,0.254198
22044.7,0.207199
22046.2,0.166883
22047.8,0.136864
22049.7,0.110942
22051.6,0.0915088
22053.9,0.0749364
22056.6,0.0608732
22059.5,0.0496871
22062.7,0.0406302
22066.5,0.0327813
22071.0,0.0263314
22076.0,0.0210858
22081.6,0.0170023
22087.9,0.0136765
22094.3,0.0112208
22101.9,0.00913605
22110.1,0.00750825
22120.3,0.00607246
22131.6,0.00493366
22144.9,0.00400651
22158.2,0.00335271
22173.3,0.00282086
22189.1,0.00243242
22206.8,0.0021549
22220.1,0.00206852
22228.6,0.00213255
22232.8,0.00225316
22235.6,0.00240805
22237.7,0.0026106
22239.5,0.0029247
22240.5,0.00327021
22241.4,0.00374872
22242.1,0.00434812
22242.8,0.00519277
22243.3,0.00617857
22243.9,0.00773288
22244.5,0.00965
22245.0,0.0122357
22245.6,0.0156826
22246.1,0.0202147
22246.7,0.0260871
22247.2,0.0342116
22247.9,0.0459249
22248.5,0.0608827
22249.3,0.082072
22250.1,0.11356
22251.2,0.162249
22254.2,0.318073
22255.6,0.371427
22256.8,0.390854
22257.0,0.391134
22258.1,0.377933
22259.3,0.341066
22261.0,0.256906
22262.9,0.154154
22264.0,0.109064
22264.8,0.0784585
22265.6,0.0579801
22266.2,0.0435947
22266.9,0.0323759
22267.4,0.0247808
22268.0,0.0191566
22268.5,0.0148262
22269.1,0.0115387
22269.6,0.00907505
22270.2,0.00724902
22270.7,0.00590812
22271.2,0.00492928
22271.9,0.00405704
22272.7,0.00343585
22273.6,0.00296148
22274.8,0.00258323
22276.6,0.00226469
22279.0,0.00201853
22282.6,0.0017921
22286.3,0.00164569
22293.7,0.00146942
22306.0,0.00130903
22320.7,0.00119841
22350.6,0.00106337
22380.4,9.77755E-4
22425.1,8.97204E-4
22469.8,8.3999E-4
22529.4,7.96064E-4
22618.6,7.69648E-4
22719.0,7.86681E-4
22774.7,8.30617E-4
22808.2,8.79331E-4
22830.5,9.41851E-4
22850.0,0.00102961
22862.5,0.00112803
22875.1,0.00128717
22883.1,0.00145144
22889.9,0.00165912
22895.3,0.00190572
22900.3,0.00224397
22904.7,0.00268868
22908.3,0.00324243
22911.5,0.00394514
22913.7,0.00466467
22915.8,0.00560806
22917.5,0.00674379
22918.6,0.00784285
22919.6,0.00922525
22920.6,0.0111061
22921.3,0.0133144
22921.9,0.0158951
22922.5,0.0194532
22923.1,0.0243866
22923.7,0.0304396
22924.2,0.0385282
22924.8,0.0497284
22925.4,0.064604
22925.9,0.0841287
22926.5,0.109396
22927.2,0.146823
22927.8,0.194273
22928.5,0.261317
22929.3,0.351785
22930.2,0.487127
22931.5,0.721637
22934.3,1.29382
22935.6,1.48876
22936.9,1.56411
22937.0,1.56475
22938.1,1.51342
22939.3,1.36486
22941.2,1.00231
22943.1,0.610487
22944.1,0.437846
22945.0,0.312479
22945.8,0.229106
22946.5,0.172142
22947.1,0.131318
22947.7,0.0980327
22948.3,0.0760393
22948.8,0.0589772
22949.4,0.0459062
22949.9,0.0359956
22950.5,0.0279601
22951.1,0.0220352
22951.8,0.0177648
22952.4,0.0146796
22953.1,0.0121205
22953.8,0.0101888
22954.7,0.00870233
22955.8,0.00734534
22957.3,0.00619827
22959.1,0.00520527
22961.5,0.00427635
22964.3,0.00354001
22967.8,0.00293504
22972.0,0.00245167
22977.1,0.00205955
22982.3,0.0018029
22989.1,0.00158
22999.4,0.00137961
23014.1,0.00123462
23025.4,0.00117469
23048.0,0.00113395
23075.4,0.00118696
23087.9,0.00126952
23098.1,0.00140894
23104.8,0.00158659
23109.9,0.00182145
23113.7,0.00211801
23116.3,0.00244656
23118.4,0.00286235
23119.8,0.00327533
23120.9,0.00384975
23121.8,0.00455543
23122.6,0.0054487
23123.2,0.00647396
23123.7,0.00789989
