              0              18
      0.0390625              24
       0.078125              21
       0.117188              10
        0.15625              14
       0.195312              11
       0.234375              10
       0.273438               3
         0.3125               6
       0.351562               7
       0.390625               1
       0.429688               1
        0.46875               4
       0.507812               2
       0.546875               2
       0.585938               1
          0.625               1
       0.664062               1
       0.703125               0
       0.742188               0
        0.78125               3
       0.820312               1
       0.859375               0
       0.898438               2
         0.9375               0
       0.976562               1
        1.01562               0
        1.05469               1
        1.09375               0
        1.13281               1
        1.17188               0
        1.21094               1
           1.25               0
        1.28906               0
        1.32812               1
        1.36719               1
        1.40625               0
        1.44531               0
        1.48438               0
        1.52344               1
         1.5625               0
        1.60156               0
        1.64062               0
        1.67969               0
        1.71875               0
        1.75781               1
        1.79688               1
        1.83594               1
          1.875               0
        1.91406               0
        1.95312               0
        1.99219               0
        2.03125               0
        2.07031               0
        2.10938               1
        2.14844               0
         2.1875               0
        2.22656               0
        2.26562               0
        2.30469               0
        2.34375               1
        2.38281               0
        2.42188               0
        2.46094               0
            2.5               0
        2.53906               1
        2.57812               0
        2.61719               0
        2.65625               0
        2.69531               1
        2.73438               0
        2.77344               0
         2.8125               0
        2.85156               0
        2.89062               0
        2.92969               0
        2.96875               0
        3.00781               3
        3.04688               0
        3.08594               0
          3.125               0
        3.16406               0
        3.20312               0
        3.24219               0
        3.28125               0
        3.32031               0
        3.35938               0
        3.39844               0
         3.4375               0
        3.47656               0
        3.51562               0
        3.55469               0
        3.59375               0
        3.63281               0
        3.67188               0
        3.71094               0
           3.75               0
        3.78906               0
        3.82812               0
        3.86719               0
        3.90625               1
        3.94531               0
        3.98438               0
        4.02344               0
         4.0625               0
        4.10156               0
        4.14062               0
        4.17969               1
        4.21875               0
        4.25781               0
        4.29688               0
        4.33594               0
          4.375               0
        4.41406               0
        4.45312               0
        4.49219               0
        4.53125               0
        4.57031               0
        4.60938               0
        4.64844               1
         4.6875               0
        4.72656               0
        4.76562               1
        4.80469               0
        4.84375               0
        4.88281               0
        4.92188               0
        4.96094               1
              5               0
        5.03906               0
        5.07812               0
        5.11719               1
        5.15625               0
        5.19531               0
        5.23438               0
        5.27344               0
         5.3125               0
        5.35156               0
        5.39062               0
        5.42969               0
        5.46875               1
        5.50781               0
        5.54688               0
        5.58594               0
          5.625               0
        5.66406               0
        5.70312               0
        5.74219               0
        5.78125               0
        5.82031               1
        5.85938               0
        5.89844               0
         5.9375               0
        5.97656               0
        6.01562               0
        6.05469               0
        6.09375               0
        6.13281               0
        6.17188               0
        6.21094               0
           6.25               0
        6.28906               0
        6.32812               0
        6.36719               0
        6.40625               0
        6.44531               0
        6.48438               0
        6.52344               0
         6.5625               0
        6.60156               0
        6.64062               0
        6.67969               0
        6.71875               0
        6.75781               0
        6.79688               0
        6.83594               0
          6.875               0
        6.91406               0
        6.95312               0
        6.99219               0
        7.03125               0
        7.07031               0
        7.10938               0
        7.14844               0
         7.1875               0
        7.22656               0
        7.26562               0
        7.30469               0
        7.34375               0
        7.38281               0
        7.42188               0
        7.46094               0
            7.5               0
        7.53906               0
        7.57812               0
        7.61719               0
        7.65625               0
        7.69531               0
        7.73438               0
        7.77344               0
         7.8125               0
        7.85156               0
        7.89062               0
        7.92969               0
        7.96875               0
        8.00781               0
        8.04688               0
        8.08594               0
          8.125               0
        8.16406               0
        8.20312               0
        8.24219               0
        8.28125               0
        8.32031               0
        8.35938               0
        8.39844               0
         8.4375               0
        8.47656               0
        8.51562               0
        8.55469               1
        8.59375               0
        8.63281               0
        8.67188               0
        8.71094               0
           8.75               0
        8.78906               0
        8.82812               0
        8.86719               0
        8.90625               0
        8.94531               0
        8.98438               0
        9.02344               0
         9.0625               0
        9.10156               0
        9.14062               0
        9.17969               0
        9.21875               0
        9.25781               0
        9.29688               0
        9.33594               0
          9.375               0
        9.41406               0
        9.45312               0
        9.49219               0
        9.53125               0
        9.57031               0
        9.60938               0
        9.64844               0
         9.6875               0
        9.72656               0
        9.76562               0
        9.80469               0
        9.84375               0
        9.88281               0
        9.92188               0
        9.96094               0
